,msno,city,age,gender,registered_via,registration_init_time
104781,3o0V88gh+2LOVEae9YS+rwtV2Eqkg9yjVgQroiuNJ2E=,1,,,7.0,2010-07-30
105656,OOWknjcqxnbduCkTof7isHoT8avlTqHuZ5TwFKzzW4U=,12,25.0,female,7.0,2015-11-03
106804,LcaURDSag3QYIuSvgzqIA0OlNj9n7E0kS9+pLZW/6zk=,5,19.0,male,3.0,2014-09-14
107072,zfOvtnj3BuCaUM59Zw8yoNjd/aDBECjlsJrvXxUQ/y0=,22,26.0,male,9.0,2004-07-11
107350,Ij0nJyLdjZtLvazpwaspEiQWcM8U5yt+957uA30tWHc=,14,28.0,male,9.0,2011-09-29
107363,fVJ/48vU8WbRNmiSHrm3Rts1jk/mkzdfLv2/JgK4aKM=,12,28.0,female,9.0,2011-10-04
107395,dweBibipdkczs7Q7fmWZiDnRHQ90q0GAVOm8z0vCjZw=,5,58.0,,9.0,2014-10-20
108125,LkYH/OF4VMgZKT/VeHMYGKlV9YuIlsl9fXC4zeB3AQg=,18,23.0,female,9.0,2007-05-20
108159,u2HarnneUa9k9fcrofqpgaItt+x12/jyubJP0YcNOv0=,15,33.0,female,9.0,2006-03-16
108375,xW7HobWbE3ocEaLn9FPqFMLXIGIUz4b6zGfAhy4NJ/4=,22,24.0,female,9.0,2009-07-15
109087,ZZSdIWM0YvzfSvvQwdBAXSuVPjtmFf/SQeJHtP/JXpk=,4,23.0,male,7.0,2011-09-06
109220,dDmNUmnbphsrbZRGZJIk1JL5ZyWCjD7TSkdKcyWhJic=,4,52.0,male,9.0,2010-12-25
109390,6BN1VVeBeo+H9ZE0K3+OERbdkdiV02p2gjQlsRvItlc=,14,45.0,female,9.0,2011-03-11
110284,I97rhoLqnKQ+1kwwJtSaX27fdmPWcWh/iwF3Y/sWJCg=,1,,,7.0,2016-11-27
111141,86JsMLfWKxrLn6EiIPc0pBRtTcoWskV1OvEc88dZYTI=,5,,female,7.0,2011-07-29
111240,UWvYfCcaeI8I/DOJXrZtaElDnqyFWTj4y+WrzjNeXHg=,5,34.0,female,9.0,2004-03-27
111269,LlMVejthDRQTuSTIoM7ebAQ+Uyw1aJLWqFxsQPDHpwE=,9,45.0,female,9.0,2004-07-17
111488,kwHTy7swGcVYiSzpaWiDdf3j4iNaEV6zNMpQS3xovKY=,13,38.0,male,9.0,2005-10-29
111527,FONm8BjRg9lONDB9gYnRuv/NI846f5Acwp6yktXo/o0=,14,49.0,male,9.0,2005-12-21
111707,x8iICBrwBIFGAROuRO9mtKVwPwbRYCM9L0NlMIw8Nc0=,13,,female,9.0,2014-07-11
112110,jebv3ZUI0zi3VhHeh3dflBFxkAqp79OYBKhqnypPivo=,1,,,4.0,2016-07-14
112282,e+kLSC46eH3WPAjhG1Ezd+vTNXsRi/0wwQ+wQMf7HXs=,13,,female,9.0,2011-09-14
113131,8vAsuLPDT1OQHVRUw5qmT9Uk8mePCl+Cod+uxg5eg20=,4,45.0,male,9.0,2009-10-22
113174,mdoj6uf6g8eXovSoP8aKssOFEQBaqMNahSV19926Jno=,6,39.0,male,9.0,2009-12-23
113376,Cdt6JtzpIE0f4TYDgsQNCqCq3dHMjjYSfJudiFaA7HI=,8,21.0,male,9.0,2014-08-28
113421,zCMfvUFyFP9Ool2PUEpIfl750SrFfyeqCEbJcJP/K+o=,8,25.0,male,7.0,2014-09-03
113852,R8yPsZWpNWip8GQHss4fYfXi9duy0x+g1UAMGtEitzU=,9,27.0,male,3.0,2014-05-10
114104,FB/Hq2aSm/5dVvI01Ys9kzlBG2yd9xAd5a1H3timwPw=,1,,,7.0,2014-06-04
114148,940Q1SGo2WtAqd00JofPzNmURRj/L4iA3KR5qfDYq2E=,13,,,3.0,2014-06-07
114489,aRdcEE7tS0n/3NrsT4lFMyxmiktQ+ZTkNQWLponK/IE=,13,38.0,male,7.0,2010-11-11
114790,GKsRU7k/kRMa29wUN+PltVFL9z7Mt8+IALG9EQZEql4=,1,,,7.0,2012-10-06
114969,fv63mKjfP+3cjY6A0568ytBLXilDILf/eaCI0UWrQe4=,15,22.0,female,3.0,2012-12-03
115252,ks3toBGb8OgPIX9iYL9HFr1V9YnSeqbd5o6uf3BNYBg=,1,,,7.0,2013-11-15
115413,Uc4HfPllAaNxnTHiSFcFnvQbNeZz5kCZ5rSM4iy0Uqo=,1,,,7.0,2013-12-10
116290,mFL5PvMPbuiDfeJGk+VERUMHxZqKNo18fJdRDnp0bFU=,1,,,9.0,2016-08-12
116311,cMBRd/VCiZGN6lkgWTSz/cB0acNbrRd9zK48mwt/dWM=,1,,,7.0,2016-08-13
117579,oe8m7z2adJWk1qTBzuf5RWjnFnncw0qzkWOO7QgL7Ro=,4,24.0,male,7.0,2013-10-01
117657,4xnaCJGC74uOKtdzzPjq5BZEJsq4+1ouCn4YMKVuFCU=,13,21.0,female,9.0,2013-10-12
118182,oM+hEsFIHjIWWYfr+mBZAQEs8X7fhFAHJjYYSxwpDPo=,5,22.0,female,9.0,2012-01-13
118385,SjhfzofYUnQJqJBuneAJp3jSDfvMM6brpa3NLxep3cQ=,3,23.0,female,9.0,2008-01-04
118514,AGr2iWLepzGXZqjg671R1KhtgsCuZN/FJAdZrWQ0yzI=,1,,,3.0,2012-10-20
119213,E9F+3VQDaBrPubq96b+x4BUAJmeE54haUzx7B0G0vGQ=,1,,,7.0,2011-11-12
119619,W4ZGjsN2F7FPsBKJFXT7ClxSkFR3kXdKrcr5VZo1qYk=,6,36.0,male,4.0,2017-01-14
119810,hSbGXFrj2jgV1C291bUZyG06TNEhtYlEz/ZBUvkB3B4=,1,,,7.0,2017-01-24
120566,lwVq68yFFTJ3gmmsRrySKq0+tw2HHKRn02pEWzQmsuc=,5,32.0,male,3.0,2012-10-29
121015,khPKUUllZrN4DO5WRq6LlTXsqWqkpO8Bz6YRA3mbmdA=,9,33.0,male,7.0,2012-06-08
121017,IRV74b9ZiNV5ag2SIPcluf3RVupBUOwmaNEuy6zSQfg=,5,38.0,female,9.0,2012-06-08
121258,Pje8kvh5t14lP7YcFZzyuj0/nw4Jq9JqpDXUaSGqA9c=,13,31.0,male,7.0,2012-08-21
121767,X8URl5pKYevRGQINneSK7mb6URZl8S3JLhYYTonIgRU=,1,,,7.0,2011-06-24
122230,vw59mM18Y+AV/RVFYlOq5CwzkB2ZOXdy+/mmTJZhgxs=,13,21.0,female,3.0,2014-10-28
122272,JpUBF63Ag28pZ4pdr1Gn8QTvamcffG69V55d7/uNez0=,22,20.0,female,9.0,2014-10-30
123291,F2F3iIhoxV7VO82ZX10JDlruKAf7rnbFtUkTbO5krfE=,1,,,7.0,2014-01-15
123451,tmiL/bIk/rWIMeoB6Yyr3CbtVG9d470C+j3V42ZJS60=,13,53.0,female,9.0,2005-09-23
123518,O1aPQ4+GqU5zj9ewe+5H62iry9SZ42LhhILWEi41xug=,5,45.0,female,9.0,2005-11-05
123536,NuBNhDhKFzRAnShZBESUVPfq/KrNKpOYbT4nV3qOSYk=,18,26.0,female,9.0,2005-12-03
123589,PRKVy5X+pp4etOIqzr3TT4BsNRTawG2dtn6q11m6T8s=,13,28.0,male,9.0,2006-02-27
123735,O69vRudzTu3jaL5Q4/wAGX4LMd15WYRyrwanOv8Jth0=,5,52.0,female,7.0,2012-11-08
124078,NQQTuRcHP8N0OGoWL5EKI8cTBKqCKpIemzhEiONOZ6I=,1,,,7.0,2017-01-30
125060,8+9ugwIWcnqFTn12uFlrZHnnJk69Zde03yzuWwqQ68M=,1,,,7.0,2016-12-01
125868,6mwbr3WXPFR8LChgUizcMfwM9lh26zE/wH1S0BytTbM=,1,,,7.0,2011-08-10
126565,0MhUPvjohs7BemfhP/4yIggV/3EKMGonnMZ6CeDTNMQ=,1,,,7.0,2017-01-16
126597,0VNL7TPYKsLKE7H+Lfq/yI2hx447b7bGso0034p6YaI=,1,,,9.0,2017-01-17
128333,QPVS0bnkadoTK7qd8pZjexlB9y9HvzWVfxJC0ksqWbE=,4,30.0,male,3.0,2012-03-07
128668,JfOEBZNT1N3mt8tgWT13fUhs1ZaUEoA2wjNjcADI8RE=,5,32.0,male,9.0,2006-08-27
128719,d1rxvxTJvqh0kJvY9BYB82LFeLKeXeA/q2Z3TJ352cM=,13,38.0,female,9.0,2006-11-09
128721,uz8bd+NxP6C1TX53UJFzJfkCysIVsDMMNLMggTO+rPM=,11,28.0,male,9.0,2006-11-11
128843,eL5iiDxfizlcXOGbiO6fMT3sdTnB1KS2/gEvOltI9pw=,13,32.0,female,9.0,2007-03-27
129318,w3ruNiS/d4+AqvDsc/IJzuoH1K+bKepjNX6N+Wpnnr0=,11,30.0,male,3.0,2012-12-24
129754,jseRJWxsVkU0FVqyKofWFQWGCRmxqirnUuOKxXgW5kY=,4,25.0,male,4.0,2016-07-28
129934,e2/oiu7p1TayVE7ATHAWA86pkUY+vwzQZ82V9zzzbQg=,4,,,9.0,2016-08-04
130444,nX0winJYmUMbwy1p2H/z2f5jWhNGpyk1ogsnYYNj63I=,1,,,7.0,2016-08-24
130835,cyjYl7akUU45+DfTAYKXTVr8qn5pT/9vAZuzbevt6Ys=,1,,,7.0,2013-12-09
131155,bgHyAqQAOyXXVRSPkfN1RpzcU22MCJCfw+cZl+KC2a0=,22,37.0,female,9.0,2009-09-23
132092,LPdGAvo4YhQJHwOPOjBT3CqUCoPExHfvvc7Ws8HrA80=,1,,,7.0,2015-12-23
133651,ZzH9jea3YjQJdqR4dMpBPTy3IqgpCBZN1L7xSCeEKUY=,8,27.0,male,3.0,2014-08-07
134140,dOjL4o4seG5kpSF0WfdpBVQYSWQjzB82HcaDZQWEV+U=,22,46.0,male,9.0,2009-05-29
134359,FrHsZP4PJEnYQ07WnilW6v6auYUjOK3GV/P4SeCv2Sc=,10,27.0,male,9.0,2008-03-10
134508,6xVck7YT+LCycGbLV1omjZgAHdqkOyFHPsGfNWXCsh4=,21,27.0,male,9.0,2008-10-18
134611,YjlG9wnVh3TVbDLf/wRt6zh8oJqVMNFxpReh74vF88k=,1,,,7.0,2013-11-08
134817,ruIFHqMKBWAeTvFORtw0692I+Th8HlW8USDPhvwTUvI=,9,23.0,female,9.0,2013-12-12
135102,JJHChSH7Lu8RD4UorjmP77Gf07UwDeoda5hMXSvfZyU=,1,,,13.0,2016-09-01
135248,cVnX50z8mq3uVcpTYodULsE26i4cRygOqZOzXHMgzxU=,13,34.0,female,9.0,2006-12-28
135464,qMi4CcpzZ1mE+lj674+++eSi4VPreV14B2Zak2dBWjU=,15,29.0,male,9.0,2008-02-16
136620,w/yCzrDVkIsf7+Xhmjx3TRH7hH6ZBa8LYjR5qSN9ZCU=,1,,,7.0,2014-07-10
136791,Tb4eblFrBafyqKeCGFo6JKxRjLpEO3Ubad8GzzsFhI8=,1,,,3.0,2014-07-27
137852,XxHCHBQcD4EkbRBDjCbX6WUNt+qEbIHYlYa/gMzSvAA=,13,30.0,male,7.0,2011-10-15
138390,8ApfGf1EDp38T8h3l9FuFx3z/raiW2QfDHFYQdXIGfM=,8,31.0,male,9.0,2009-06-18
138627,GBAf16EwViu3dUIm15Za8+KG03Opmctvk/TH8RuBkW0=,1,,,7.0,2013-11-02
138850,hO+cBDyseR29qnLEQ8TmRLWhbRM8pqBafNfVvf6wNoA=,13,24.0,female,9.0,2013-12-11
139158,lpURW1vjGZkCbc/b6W1IzrY2fsuwgLNF2C1/vMj0ayA=,13,25.0,male,9.0,2010-04-04
139196,jz/ofvVhjPu5dzvRmNbyLgab6CzK09SgZMbJcsKfr78=,5,29.0,female,9.0,2010-05-08
139202,qhw4PTiwprWIa7kVwA4QzD9w486tdHLM5eRRtDaSKwA=,1,,,7.0,2010-05-12
139339,MaboYoQv2DJhCelDgNPpbdWSjyHDOlqY3dHt+uU4Ha8=,10,37.0,female,9.0,2010-09-05
139348,G5z2EN/QJphZKwlNXqj9V4io2r3iogQ98S0zrHDtLmI=,1,,,7.0,2010-09-18
139420,7BZ/HFO/bwYT8Dz8D0ER0dcgzUBNLEpKZ6JgSOYdp0w=,13,36.0,female,9.0,2007-06-07
139446,3x+fQmPao4v7XDkvuFCcJ+7vnumNNAMPQ0Op0Co1STo=,9,,female,7.0,2012-01-20
139481,9w+1+ZGslZrDfcnKdL5sO6ast5BYbrRPoilpbn+B56E=,13,24.0,male,7.0,2012-01-31
139525,NqTenxpaMCN3P+koiGHeyNFvimyq3sNee4gKnp9LSa8=,1,,,7.0,2012-02-10
139869,3FVP5XZBarVWP/x2t9oyjUO6alDPN2AO4jy8t0Wyi1o=,4,30.0,female,3.0,2012-06-02
139928,EhqJ3LB9MDzwsjZ5C1m4olEhfGfpgzq+hb2N/nrKtx8=,13,23.0,female,9.0,2010-02-15
140255,U/wadX/Lla/gJREQgJKkOOZFprimBHyBSb2tV072qyo=,5,39.0,female,9.0,2013-09-02
140289,OFSCGwe+X3MZS356EGC83WBmVMRfXswn5jNQzgjU6L8=,18,23.0,female,3.0,2013-09-07
141719,sNDvlflr6Yoy/zIGukTiXkfyT88GRz346kTSxIzjOKI=,1,,,7.0,2016-07-14
141894,ZU/nZYiXUmIQxIHP4bOMKXccStxX8+vJAXuu6+787fc=,11,43.0,male,9.0,2004-08-20
142139,sHQ0FEzH3bjWMWaiq0hejO0pBHcONudo4iDYMH8ql+o=,13,27.0,female,9.0,2008-04-10
142525,2+lR1gdRO4lyAGqa0/tE9eYz99UJ1jeMew0v9kzZE0A=,14,34.0,female,9.0,2007-01-15
143034,s8CsX6QLqsy9GLxUguEMy34vgUeCmqOnhdm01WoCWUc=,6,,,4.0,2016-04-16
143660,Qj12Gfbkg0R/dBHHHAt1C9B8g0Qz4Wj8Mhwgzr1xnd8=,4,30.0,female,9.0,2006-04-18
143859,X36n785dETpB4+YiQaCLZbEGFOEvI2ppq8qGgmAyasM=,6,32.0,female,9.0,2011-11-20
143975,9DDjqRkDk2p3yBtXH0Kl1cp51KVxnw7cCuXLJ/AW5SY=,13,21.0,female,4.0,2016-12-27
144646,IXIuGkWa+W+dJqR5scH25ppDTjUxxEyrUjqCAcs8Zlo=,15,17.0,male,7.0,2016-04-27
145329,MrNJq3jk9jJVXHCHTIOgjqPY0ul96N3IaKsdTMRW50E=,1,,,7.0,2016-01-05
147180,X8Ay7lcMxhfJcArlGRpCF2+F0ZvTSXVXmc06LhHyynY=,15,39.0,female,7.0,2011-09-20
147560,+6LfIUVGgg4KuFz3nUTDedyjAOZ1f6nwn09eIbyi/J8=,1,,,7.0,2014-11-11
147856,EUSybSLhfM3bP7qQ59xFCx8NeM7zaZL+3q8eHGXexPI=,15,22.0,female,9.0,2006-12-31
147859,Bzn5NeWZjxX9ezQx98MOpxp5YAdQxqZRWN9dGDWH9wU=,4,31.0,male,9.0,2007-01-03
147929,OauCck06Af+ZkQvWX8Hz8xLUAywEExpNZVtB3jCqw5w=,7,69.0,male,9.0,2007-03-21
149065,kbI+2Y3NPJFyIaxG2NcWhnCXxdXw3w6YYF1ry2bJYy8=,1,,,7.0,2016-11-30
149138,INtmMxby1qTAivJzbq2Aztgp7qKQ0k5mFPUz2FdFG1E=,1,,,7.0,2016-12-03
149548,Q8RhC2PuPZT5O+8oTI9VXNjNY+abAfMowksjVG/w6dU=,1,,,7.0,2016-12-22
149916,71bzvwpyXXvdmiaBylkgCoBma7VbAcTVTNxpcm/H69Y=,13,34.0,female,9.0,2010-05-26
150237,mLtKSLNVL0gpIpD109dRhAPpOYJEpfwvC/Xx2MVnr0k=,1,,,7.0,2014-05-08
150574,HOmGyqgThR0NhalxpaxY7Ch31iqNHAomF22A3CSEM8A=,1,,,7.0,2014-06-08
150676,Nfp+DSoRm0h1FPqsr3a+BDRD6iAaD9vktmhkzLAH1zI=,1,,,3.0,2014-06-17
150908,CFlxzUfo6AtAftJWjcQ/hUkmx6OiyxoIw0Ii/+NSQCI=,1,,,7.0,2010-12-14
150978,f2ouFxX+z1CRGUHOOCrAXdhs+Y5CxnTkNZy6/QXx6jw=,1,,,9.0,2013-10-05
150993,voZSB7xLSA/JSJYrPd7yXarRWHk4ueK6h4ouFhVKJ3E=,5,,female,7.0,2013-10-07
151258,bUuXhJNTxfJDxk087N/pp9bRLHk1np32yFY3K/pV/xU=,14,20.0,,9.0,2014-11-23
152120,0dGkWRRsRPute84wa+riFSJbM74DpLzJp2JhDCiNCP0=,22,35.0,male,7.0,2015-11-20
152155,gCSibq+v2dscrPfzxlZjY5RAKEB0/vX1wHbW5T4CHow=,1,,male,3.0,2015-11-21
152572,0wDQfRkOEwhR/KpcEAUzpl9ZJL3eZUPPULhTQjvRIEA=,1,,,7.0,2017-01-23
152794,C42YveV/C2gVVLr5D2Edb/U4GqvSSCUcPhTd8IOXfS4=,1,,,7.0,2017-02-01
153175,Lzl/EeSO2X/irz9WKJGCs5QHBJGMra1ORpKsIPIYqWc=,13,,,7.0,2010-12-21
153486,v+yXmx4Vpur+fl2DR4LV53iXzkQRtZuwBG1VaCMt2Vs=,5,44.0,male,9.0,2007-07-14
153535,mwF38OMaUvX8iCmSKmxpL99JLU/8/B2zD/w8Oy7DJ84=,3,52.0,male,9.0,2007-09-02
153619,kiCcdQFZz0P8yFcAc/o+/L+O7CHkxUw6ZNGp/kTSf2I=,8,41.0,female,9.0,2007-11-29
154000,Q6l9dYEiK2qXiz+ng1Wad0BbLBOgWezgulsJf6FxqsM=,1,,,7.0,2014-05-10
154586,2BKSI4UCb+uC5H1Wokt28pT2bmWm6PJbLcYCY45sPcA=,4,39.0,male,7.0,2011-06-21
154862,m8ksgfgKHfSXYMX5HIfCXYsbzaiHQsrriADtGBGs4YA=,1,,,7.0,2013-01-28
155034,l6hyUX3OUGcsegl6WohAZXwnK9W5KNfREwJLEz7dq5w=,1,,,7.0,2013-02-18
155745,zrJjqOP8bED1rsnID6rB2VimG1KOtmp79o9BC/kGRIE=,1,,,4.0,2016-11-27
156601,1u7zYoFNHq5AcgAytfP50Wz/DGwfyMp7jdqLWv39ktc=,1,,male,7.0,2013-05-17
156926,RZkIMVgHmGgZ7d1RU4mhAHw3YMDM/kO54E6PqZ7GfBI=,1,23.0,male,3.0,2015-08-13
157710,D3Sg9SCa9J2WNks0aEfrvPw484jx8TZSP7+cF/siO78=,1,,male,3.0,2015-02-18
157996,TFM1OxAOv4bY5wkocFxM1DOEbACBmxr/08bpzLmOeCY=,14,22.0,female,3.0,2012-04-01
158107,ZE22vzbSm4ankwpJE28BLaU0Ra7f1dtQLgOzdmnJaK4=,22,27.0,female,9.0,2012-05-14
158989,cH03QQ7cWY57YBYc7zQBuwwF4bm57ZegolxQ15amav0=,21,27.0,male,3.0,2014-03-25
160074,4sHKz7wdu8AdITcwlFVVkjjCMg2iwX5gSqVlnIbSXYg=,1,,,7.0,2016-08-01
161661,hxVWeSFQenHXcOv6KWm2IP1wlWwp7dKghL8HTPbmP4E=,10,,,4.0,2015-11-16
162020,KMdW7Xa8+avksFE3I70vkSxz9FKZI0zbLyZw8olMucA=,1,,,7.0,2016-07-27
163052,5/d3p4gykS+PW/9IgApBoKhzb7cy618YpAH2gwfyn08=,15,,female,9.0,2004-08-14
163219,PmQzWM6xu38dlEoD6LPKyzjjxaMSxxWvXZ1sTNKaz58=,1,,,4.0,2016-10-06
163498,e/CN/IvGJ6e1oK/OoXWF623n+c1uNCP4B2GaGqU6shM=,5,32.0,female,9.0,2006-09-20
163517,rSH6cx3L6JKZdii8eF9sau0u4305Fet8wNQDtWBQ3Ac=,12,29.0,male,9.0,2006-10-18
163835,iSPwSqldnZjqZ/O4NGREJL0n5aABD1Fz8sEgiPfM910=,1,,,7.0,2010-07-17
163929,2jA4xAOyhK+AjKvj+jH3scuc5kFOFwsbyilXU6obmIA=,14,29.0,female,9.0,2010-09-20
163972,Im42H/p50nip8rup1fV8L1jXWQQwjjKr17RZiv6VJ+8=,13,27.0,male,9.0,2010-10-07
164052,F8COySJiv4hIc45Ij9IX/wsmXTwWrlgn3WpoLTXbqwk=,9,29.0,female,9.0,2009-05-21
164694,60I3HXewei8C+FUwGaKfOIxcd/yIvPIB6n0Xg/0c9S0=,5,,,9.0,2011-02-08
164779,WOivMvtrk3GB9UQMirXzS004kAP0sqVl6ICgXDYKbVc=,21,21.0,male,9.0,2011-03-12
164927,rvTSwnMNBh3ivAojUfTzniXDz/wwlj53wIHMPd2cim4=,4,30.0,male,9.0,2007-08-20
165053,/LMbX5r8KHISdD13/JKVkpe3LAVoGJjpUQC3ivJoX2s=,15,20.0,male,9.0,2008-01-07
165202,VmnQxPJwYrR3TEzaIVR12Jan0zELTPhnynAl8qX1SdA=,1,,,7.0,2014-02-06
165336,4t0RsAvVKt54xujWorTKmuYV81BgR0D90XfVXpxtKnQ=,1,,,7.0,2014-02-22
165486,IAbPU0mfiNMggxTISoZQ0I+IlrMtGH9vYIU9Mo+5cKU=,21,23.0,female,3.0,2014-03-08
167122,QXe5gb7qOL/mPZC80xLBWyK9DAbjgdAt/MAmm/1JiDI=,1,33.0,male,7.0,2012-02-27
167186,8ZNgGsVp8DsYa9jrIEMneltMVodEvy+T6aAtVE6Haxc=,12,25.0,male,3.0,2012-03-19
167197,3c93L7v+mdXmkubmaTiBsqxZCpvkk+LaoJP6FCzPWXI=,13,28.0,male,9.0,2012-03-22
167600,YOLPtf+RSqtQ+mHEjhVr2OKsgPHnHxKDhnGz+C5IROE=,5,32.0,female,9.0,2007-06-16
167700,tKQWlCcyz0Pfbo5kyZCWwMZfcV9+YN+YI/+bJA4rRVM=,5,20.0,male,9.0,2007-09-12
168256,7QWJW9BMNkaMouTeoIM3zJ+50p7VRztYXLbWd8HDbrc=,14,21.0,female,3.0,2014-06-11
168680,czLCBnc9ZYIxKBI6Zj/qgPXmM+1cCz41Vdo+K48MPlc=,1,,,3.0,2013-01-20
169029,Oid+MP4XP6AMvNUHavBklBWQdLZj0L8eBsmlRwVqWfs=,1,,,7.0,2013-03-06
169309,aFBmi6TZarOkWE3ZoR/8OfjdxibINTqnPJQNig7Sx3s=,5,18.0,male,3.0,2014-09-07
169357,i2LMiz/tOWBT217Ykzrnq0Q3MNpii0gxsWGUCS2JuaE=,13,20.0,female,9.0,2014-09-12
170122,Qz2bfyj9prjY8589krhvhD6IfmKT3GKqcUVx/iCBuiA=,6,18.0,male,7.0,2014-12-12
170337,KIQeeKQgtpUWjSdANtCQjaKMUpd6Gqggne5y1LOKbKQ=,1,,,7.0,2014-12-30
170556,x7RlwcsVpv3leTr9lCuP16mBNaZ60ZOZ4UsNokxMvqU=,1,,,7.0,2013-07-21
171087,38C+dJ4j4C5uLiT6EbdWOucn1cK7hW4Bd4FHpp/qZdE=,1,,,7.0,2016-07-18
171538,DKVokTAHHaLwljVwgKmCG9DN9UYH5C7Pj6kduT4Xays=,1,,,7.0,2015-09-16
173174,g3yIA1CUxiswwUM1uqiwx8uwMC972ihk2SiG8Se6zjg=,1,,,7.0,2016-11-15
175037,2QY9G9JWBhfUw+h+zBMxDe+Trp7Sy7ufXx2RX6Meptc=,15,49.0,female,9.0,2006-09-06
175068,f14VDUXnNtU+tfW4LWyA3rUkIlJj7NozZcORNeea30Q=,6,35.0,female,9.0,2006-11-06
175126,1b7pk1cRMcvJVFh/8ovNQbrAh39aaRnTDz23UI3g/z8=,22,35.0,male,9.0,2007-02-05
175504,D5ojl6SuLJTYVp/N9URdvWVmw8lg1q5IXcefk6BLOFg=,1,,,7.0,2014-05-20
176027,c6ip4Mso2sKKU0LqjBQ+Ic6ax7ME6OzASJrbYxDW9kA=,5,,,9.0,2012-01-29
176141,zvdOYkuJw+l9dy6tAoWIfue3hFArtoP2b29rp6hmi+c=,14,43.0,male,7.0,2012-03-07
176275,TKB1szbLZrAJKyMKVSPAUH2Fla9CAinvQ6D34qIGlIE=,13,25.0,female,3.0,2012-04-22
176574,7BurecQcoUZF1OzPhFHS6G+JCXIpTElfZOFyfwGqFxk=,1,,,7.0,2015-10-18
177371,E7M4ypR/pg9LUoTi5xwYEI49uXrL584sWFlsGdUtwRE=,13,,,7.0,2010-10-22
177967,B3UF+Nn9WeL2KxbLYM2+mREv6/Vfd3DUaB57IRs0t7w=,13,34.0,male,9.0,2014-12-31
178002,h2gY5ba3/GwH9oqL8mPtqDk8CAEN1auAckm6SrkKSZg=,18,49.0,female,9.0,2007-11-23
178181,WhnYhL/ONFsANfMdWlL4XPytdO0oAKbw7AOrQvczCNs=,5,,male,9.0,2014-05-09
178662,oDpC0X7j7xZe65//apY3ezyewaI1xgFfoGtysVXutSk=,1,,,7.0,2013-04-25
179920,eYZ33GTlvOWDeBdrM8/mhryMm2FZr2Ej8N9KckqqLAU=,13,22.0,female,7.0,2016-02-05
182145,3lKuOSdAcS8JHPTAQY2db3spGnkUSIXlrAblWRnqb8M=,5,37.0,female,7.0,2010-11-15
182356,KqIEjhziONTCVowgpd+Ym7ECNTeYg3rCtn84Ssq/iSo=,1,,,7.0,2016-11-09
183095,d0cZMUOidXVDndH/NtqZpnXcTh3IAijw1B/LOF7FDZU=,1,40.0,female,7.0,2016-12-12
183599,rE38Sq6nvHHovRWfR9J3ZiS3VbKpnvBeAnI2p2BMrnU=,4,21.0,male,7.0,2015-12-08
184365,9trozSVal5PmMlNSeLgXmhwa1ltFnOymXQ3MHL8zSpo=,1,,,7.0,2016-01-01
186275,2Y6vN8SvkqdAWg5TBFvASv0iUWG/AEKpjNBV1jh9l54=,5,35.0,male,9.0,2014-11-04
186792,OCHI8uRE3u4Phh4BbgRKFBAx7o+D0m8RviqBPnfl1cA=,1,,,7.0,2016-11-21
186880,9aXh/oa8EmIhnTwzir2q7XqqrnwEsfzrIPFNMBAXAsE=,1,,,7.0,2016-11-25
187176,eFOMvY1OGs8200wHuMgi0Sl0ywzh7tfgx7P4i/01/go=,1,,,7.0,2016-12-08
188096,ML4TXPOB/MVleay4zsFBZuwr58akkrFCGeCaZU9ES5A=,6,27.0,female,7.0,2014-11-19
188648,sldn8cCXwOnPNmoAUkV+wB5JRYPeqzlnxiJytKl6Weg=,6,65.0,male,4.0,2016-07-22
189579,TJvlgVutZ4z7tgJkEp04eEOtl1lFw7YTFKmRh63VL5s=,20,32.0,female,7.0,2012-10-29
189817,/Zqp+wZ/saBO2/w7OVF4SE/CEVIKJwmZ2o+rFBb7zbo=,1,,,3.0,2012-12-27
190743,4zOMVAUnyxtacgR5MlUJo9rpfa+XcUoSwFvPvfgZARI=,1,,,7.0,2011-08-18
191027,hha1yry7GYUYfRkkTrJU45sdE1gen7dMaxpuG/UVX9w=,14,36.0,female,7.0,2010-09-25
191337,qxV1YpcgZMp5m4OPCGGtte9uqIYlUdggae89VIqB25Q=,15,35.0,female,9.0,2008-02-28
191372,pyACgMaw1fNUGM3fhL8wPP30PleEUMNUM3Wm6aRJjqM=,6,27.0,male,9.0,2008-04-06
191834,lc8bpHRBx173OcPiuxVBPokzcdmNpHO0H1YX1EYVL4A=,11,56.0,female,3.0,2015-08-17
192424,+EBYEguuYh1CfkOyv0X1nSEEdluJVH51fyZNhXCIREk=,13,37.0,male,3.0,2015-09-16
193237,EhiuB99YQRyYE0QCP5xG+KI43KSsBAXr7Nbmb9hleao=,22,,,4.0,2016-08-22
193426,Lxc8gTDhicRfFdEK8U0JW3T7EVG2LjsMdkGPGUBt5d4=,4,22.0,female,3.0,2014-03-21
194712,XVWQGhTbCDXJrDPtBSUGjrCc/Yan9M4f23WMBJdBjG8=,1,,,7.0,2012-05-23
195298,7LCM6Mb8jk3XD3Xg3xsvhzp0p1yYyCwsCmuGopvBYdM=,13,32.0,female,7.0,2014-10-07
195581,qYqsMPTtRLwGp0Jn/O5CQHFGtXY2cFa5gigUG+wJk3A=,4,44.0,female,9.0,2009-04-03
195862,atQyvhpR/KMDLg6X+0yXXUi78JxXbGMTbhEMFCmybUk=,13,37.0,male,9.0,2009-07-15
